Time,UserId,Type,ItemId,TimeTmp,TimeShift,TimeDiff,SessionIdTmp,SessionId
1433217443,37840,view,297513,2015-06-02 03:57:23,2015-06-02 03:56:23,60.00000000000001,0,18
1433184176,38015,view,240004,2015-06-01 18:42:56,2015-06-02 03:57:23,33267.0,1,19
1433194846,38015,view,137633,2015-06-01 21:40:46,2015-06-01 18:42:56,10670.0,1,20
1433173512,40946,view,140141,2015-06-01 15:45:12,2015-06-01 21:40:46,21334.0,1,21
1433216787,44558,view,262138,2015-06-02 03:46:27,2015-06-01 15:45:12,43275.0,1,22
1433217425,46497,view,337262,2015-06-02 03:57:05,2015-06-02 03:46:27,638.0,0,22
1433175610,46719,view,340749,2015-06-01 16:20:10,2015-06-02 03:57:05,41815.0,1,23
1433219979,49552,view,137174,2015-06-02 04:39:39,2015-06-01 16:20:10,44369.0,1,24
1433220042,50634,view,400577,2015-06-02 04:40:42,2015-06-02 04:39:39,63.00000000000001,0,24
1433217257,53588,view,463280,2015-06-02 03:54:17,2015-06-02 04:40:42,2785.0,1,25
1433218855,55270,view,259487,2015-06-02 04:20:55,2015-06-02 03:54:17,1598.0,0,25
1433220254,56229,addtocart,115244,2015-06-02 04:44:14,2015-06-02 04:20:55,1399.0,0,25
1433222531,57036,view,334662,2015-06-02 05:22:11,2015-06-02 04:44:14,2277.0,1,26
1433172409,63121,view,310791,2015-06-01 15:26:49,2015-06-02 05:22:11,50122.0,1,27
1433217517,65083,view,134353,2015-06-02 03:58:37,2015-06-01 15:26:49,45108.0,1,28
1433172453,73449,view,65286,2015-06-01 15:27:33,2015-06-01 15:44:49,1036.0,0,29
1433173489,69471,view,461301,2015-06-01 15:44:49,2015-06-02 03:58:37,44028.0,1,29
1433174703,73449,view,374101,2015-06-01 16:05:03,2015-06-01 15:27:33,2250.0,1,30
1433193877,73449,view,54008,2015-06-01 21:24:37,2015-06-01 16:05:03,19174.0,1,31
1433222790,75249,view,283146,2015-06-02 05:26:30,2015-06-01 21:24:37,28913.0,1,32
1433216961,75384,view,418572,2015-06-02 03:49:21,2015-06-02 05:26:30,5829.0,1,33
1433176577,76370,view,356236,2015-06-01 16:36:17,2015-06-02 03:49:21,40384.0,1,34
1433223502,77112,view,38483,2015-06-02 05:38:22,2015-06-01 16:36:17,46925.0,1,35
1433223587,77112,view,97879,2015-06-02 05:39:47,2015-06-02 05:38:22,85.0,0,35
1433223636,77112,view,146700,2015-06-02 05:40:36,2015-06-02 05:39:47,49.0,0,35
1433194060,79247,view,458894,2015-06-01 21:27:40,2015-06-02 05:40:36,29576.000000000004,1,36
1433223862,83034,view,255833,2015-06-02 05:44:22,2015-06-01 21:27:40,29802.000000000004,1,37
1433176223,83998,view,198251,2015-06-01 16:30:23,2015-06-02 05:44:22,47639.0,1,38
1433193990,85734,view,331725,2015-06-01 21:26:30,2015-06-01 16:30:23,17767.0,1,39
1433194010,95902,view,298598,2015-06-01 21:26:50,2015-06-01 21:34:58,488.00000000000006,0,39
1433194259,85734,view,264801,2015-06-01 21:30:59,2015-06-01 21:26:30,269.0,0,39
1433194498,85734,view,122834,2015-06-01 21:34:58,2015-06-01 21:30:59,239.00000000000003,0,39
1433173855,96154,view,200270,2015-06-01 15:50:55,2015-06-01 21:26:50,20155.0,1,40
1433216758,97140,view,323280,2015-06-02 03:45:58,2015-06-01 15:50:55,42903.0,1,41
1433221138,97140,view,328025,2015-06-02 04:58:58,2015-06-02 03:45:58,4380.0,1,42
1433221139,97140,view,257675,2015-06-02 04:58:59,2015-06-02 04:58:58,1.0,0,42
1433218725,98643,view,420960,2015-06-02 04:18:45,2015-06-02 04:58:59,2414.0,1,43
1433218746,98643,view,420960,2015-06-02 04:19:06,2015-06-02 04:18:45,21.0,0,43
1433192388,98881,view,24477,2015-06-01 20:59:48,2015-06-02 04:19:06,26358.0,1,44
1433173510,101700,view,100345,2015-06-01 15:45:10,2015-06-01 20:59:48,18878.0,1,45
1433176736,102019,transaction,150318,2015-06-01 16:38:56,2015-06-01 15:45:10,3226.0,1,46
1433218148,103440,view,349737,2015-06-02 04:09:08,2015-06-01 16:38:56,41412.0,1,47
1433174823,104529,view,440373,2015-06-01 16:07:03,2015-06-02 04:09:08,43325.0,1,48
1433220880,105775,addtocart,312728,2015-06-02 04:54:40,2015-06-01 16:07:03,46057.0,1,49
1433175367,108118,view,157078,2015-06-01 16:16:07,2015-06-02 04:54:40,45513.0,1,50
1433192266,109429,view,254477,2015-06-01 20:57:46,2015-06-01 16:16:07,16899.0,1,51
1433176193,110339,view,10659,2015-06-01 16:29:53,2015-06-01 20:57:46,16073.000000000002,1,52
1433194045,110877,view,336855,2015-06-01 21:27:25,2015-06-01 16:29:53,17852.0,1,53
1433194768,110929,view,377474,2015-06-01 21:39:28,2015-06-01 21:27:25,723.0,0,53
1433221999,111016,view,318965,2015-06-02 05:13:19,2015-06-01 21:39:28,27231.0,1,54
1433172194,111566,view,325319,2015-06-01 15:23:14,2015-06-02 05:13:19,49805.0,1,55
1433223643,112175,view,430845,2015-06-02 05:40:43,2015-06-01 15:23:14,51449.0,1,56
1433172453,112347,view,380493,2015-06-01 15:27:33,2015-06-02 05:40:43,51190.0,1,57
1433220049,113274,view,380511,2015-06-02 04:40:49,2015-06-01 15:27:33,47596.0,1,58
1433175505,113281,view,306513,2015-06-01 16:18:25,2015-06-02 04:40:49,44544.0,1,59
1433217200,114473,view,32057,2015-06-02 03:53:20,2015-06-02 04:06:06,766.0,0,60
1433217966,114471,view,44054,2015-06-02 04:06:06,2015-06-01 16:18:25,42461.0,1,60
1433220470,114598,view,179683,2015-06-02 04:47:50,2015-06-02 03:53:20,3270.0,1,61
1433193175,115713,view,433059,2015-06-01 21:12:55,2015-06-01 21:18:55,360.0,0,62
1433193535,115171,view,356283,2015-06-01 21:18:55,2015-06-02 04:47:50,26935.0,1,62
1433172456,118053,view,304877,2015-06-01 15:27:36,2015-06-01 21:12:55,20719.0,1,63
1433172491,118053,view,304877,2015-06-01 15:28:11,2015-06-01 15:27:36,35.0,0,63
1433172922,118053,view,304877,2015-06-01 15:35:22,2015-06-01 15:28:11,431.0,0,63
1433191729,118343,view,462945,2015-06-01 20:48:49,2015-06-01 15:35:22,18807.0,1,64
1433193410,119444,view,78163,2015-06-01 21:16:50,2015-06-01 20:48:49,1681.0,0,64
1433176064,121134,view,93067,2015-06-01 16:27:44,2015-06-01 21:16:50,17346.0,1,65
1433192067,121688,view,282803,2015-06-01 20:54:27,2015-06-01 16:27:44,16003.000000000002,1,66
1433193500,121688,transaction,15335,2015-06-01 21:18:20,2015-06-01 20:54:27,1433.0,0,66
1433222500,122629,view,256368,2015-06-02 05:21:40,2015-06-01 21:18:20,29000.0,1,67
1433220523,123428,view,1981,2015-06-02 04:48:43,2015-06-02 05:21:40,1977.0000000000002,1,68
1433220542,123428,view,151839,2015-06-02 04:49:02,2015-06-02 04:48:43,19.0,0,68
1433221690,126887,view,413990,2015-06-02 05:08:10,2015-06-02 05:33:23,1513.0,0,68
1433222057,125625,view,25071,2015-06-02 05:14:17,2015-06-02 04:49:02,1515.0,0,68
1433223203,125625,view,17655,2015-06-02 05:33:23,2015-06-02 05:14:17,1146.0,0,68
1433193526,127337,view,375492,2015-06-01 21:18:46,2015-06-02 05:08:10,28164.0,1,69
1433173348,127547,view,177478,2015-06-01 15:42:28,2015-06-01 21:18:46,20178.0,1,70
1433173348,127547,view,391089,2015-06-01 15:42:28,2015-06-01 15:42:28,0.0,0,70
1433173912,127547,view,270950,2015-06-01 15:51:52,2015-06-01 15:42:28,564.0,0,70
1433182914,130434,view,284600,2015-06-01 18:21:54,2015-06-01 15:51:52,9002.0,1,71
1433194516,131086,view,402110,2015-06-01 21:35:16,2015-06-01 18:21:54,11602.0,1,72
1433223900,132736,view,67627,2015-06-02 05:45:00,2015-06-01 21:35:16,29384.000000000004,1,73
1433217024,132842,view,279690,2015-06-02 03:50:24,2015-06-02 05:45:00,6876.0,1,74
1433220965,132864,view,386146,2015-06-02 04:56:05,2015-06-02 03:50:24,3941.0000000000005,1,75
1433175895,138131,addtocart,430292,2015-06-01 16:24:55,2015-06-02 04:56:05,45070.0,1,76
1433194679,138565,view,140861,2015-06-01 21:37:59,2015-06-01 16:24:55,18784.0,1,77
1433224344,138674,view,202719,2015-06-02 05:52:24,2015-06-01 21:37:59,29665.000000000004,1,78
1433176417,139579,view,188558,2015-06-01 16:33:37,2015-06-02 05:52:24,47927.0,1,79
1433172887,140279,addtocart,255708,2015-06-01 15:34:47,2015-06-01 16:33:37,3530.0,1,80
1433217884,154348,view,273940,2015-06-02 04:04:44,2015-06-02 04:27:11,1347.0,0,81
1433219231,152407,view,89675,2015-06-02 04:27:11,2015-06-01 15:34:47,46344.0,1,81
1433193125,157954,view,143486,2015-06-01 21:12:05,2015-06-02 04:04:44,24759.0,1,82
1433221078,158090,addtocart,10572,2015-06-02 04:57:58,2015-06-01 21:12:05,27953.0,1,83
1433191921,158096,view,154413,2015-06-01 20:52:01,2015-06-02 04:57:58,29157.0,1,84
1433192157,159104,view,463379,2015-06-01 20:55:57,2015-06-01 20:59:13,196.0,0,84
1433192353,158096,view,295785,2015-06-01 20:59:13,2015-06-01 20:52:01,432.0,0,84
1433218941,159298,view,354676,2015-06-02 04:22:21,2015-06-01 20:55:57,26784.0,1,85
1433192624,160807,view,280375,2015-06-01 21:03:44,2015-06-02 04:22:21,26317.0,1,86
1433192666,160807,view,391289,2015-06-01 21:04:26,2015-06-01 21:03:44,42.0,0,86
1433172936,161416,view,303055,2015-06-01 15:35:36,2015-06-01 15:58:29,1373.0,0,87
1433174309,161206,view,325256,2015-06-01 15:58:29,2015-06-01 21:04:26,18357.0,1,87
1433217142,169835,view,159603,2015-06-02 03:52:22,2015-06-02 04:19:17,1615.0,0,88
1433218087,169835,view,14858,2015-06-02 04:08:07,2015-06-02 03:52:22,945.0000000000001,0,88
1433218445,164576,view,69408,2015-06-02 04:14:05,2015-06-01 15:35:36,45509.0,1,88
1433218757,168685,addtocart,111530,2015-06-02 04:19:17,2015-06-02 04:14:05,312.0,0,88
1433224435,170060,view,213570,2015-06-02 05:53:55,2015-06-02 04:08:07,6348.0,1,89
1433193118,173287,view,35742,2015-06-01 21:11:58,2015-06-02 05:53:55,31317.000000000004,1,90
1433222162,176446,view,10572,2015-06-02 05:16:02,2015-06-01 21:11:58,29044.0,1,91
1433223622,177820,view,244504,2015-06-02 05:40:22,2015-06-02 05:16:02,1460.0,0,91
1433191691,178282,view,449010,2015-06-01 20:48:11,2015-06-02 05:40:22,31931.000000000004,1,92
1433191760,178376,view,189563,2015-06-01 20:49:20,2015-06-01 20:48:11,69.0,0,92
1433192616,178721,view,49347,2015-06-01 21:03:36,2015-06-01 20:49:20,856.0,0,92
1433220501,179196,view,466501,2015-06-02 04:48:21,2015-06-01 21:03:36,27885.0,1,93
1433192182,179335,view,262107,2015-06-01 20:56:22,2015-06-01 21:13:52,1050.0,0,94
1433193232,179239,view,183238,2015-06-01 21:13:52,2015-06-02 04:48:21,27269.0,1,94
1433220944,179437,view,335975,2015-06-02 04:55:44,2015-06-01 20:56:22,28762.0,1,95
1433221169,180680,view,456784,2015-06-02 04:59:29,2015-06-02 04:55:44,225.0,0,95
1433217301,183568,view,335913,2015-06-02 03:55:01,2015-06-02 04:59:29,3868.0000000000005,1,96
1433172463,184551,view,277276,2015-06-01 15:27:43,2015-06-02 03:55:01,44838.0,1,97
1433172605,184551,view,277276,2015-06-01 15:30:05,2015-06-01 15:27:43,142.0,0,97
1433192413,186920,view,248175,2015-06-01 21:00:13,2015-06-01 15:30:05,19808.0,1,98
1433174341,189384,addtocart,310791,2015-06-01 15:59:01,2015-06-01 21:00:13,18072.0,1,99
1433174518,189384,transaction,310791,2015-06-01 16:01:58,2015-06-01 15:59:01,177.0,0,99
1433174598,189384,view,299044,2015-06-01 16:03:18,2015-06-01 16:01:58,80.0,0,99
1433174919,189384,view,299044,2015-06-01 16:08:39,2015-06-01 16:03:18,321.0,0,99
1433175408,189384,view,299044,2015-06-01 16:16:48,2015-06-01 16:08:39,489.00000000000006,0,99
1433176298,190277,view,225083,2015-06-01 16:31:38,2015-06-01 16:16:48,890.0,0,99
1433194531,192487,view,170751,2015-06-01 21:35:31,2015-06-01 16:31:38,18233.0,1,100
1433194844,192487,view,153935,2015-06-01 21:40:44,2015-06-01 21:35:31,313.0,0,100
1433194920,192487,view,170751,2015-06-01 21:42:00,2015-06-01 21:40:44,76.0,0,100
1433217632,192682,view,311303,2015-06-02 04:00:32,2015-06-01 21:42:00,22712.0,1,101
1433217650,194340,view,162243,2015-06-02 04:00:50,2015-06-02 04:00:32,18.0,0,101
1433194969,196602,addtocart,63312,2015-06-01 21:42:49,2015-06-02 04:00:50,22681.0,1,102
1433216970,197249,view,59477,2015-06-02 03:49:30,2015-06-01 21:42:49,22001.0,1,103
1433193581,198036,view,337335,2015-06-01 21:19:41,2015-06-02 03:49:30,23389.0,1,104
1433224471,202383,view,261865,2015-06-02 05:54:31,2015-06-01 21:19:41,30890.000000000004,1,105
1433218895,208110,view,199484,2015-06-02 04:21:35,2015-06-02 05:54:31,5576.0,1,106
1433222482,208393,view,268266,2015-06-02 05:21:22,2015-06-02 04:21:35,3587.0,1,107
1433194580,209390,view,67487,2015-06-01 21:36:20,2015-06-02 05:21:22,27902.0,1,108
1433173218,212698,view,216305,2015-06-01 15:40:18,2015-06-01 21:36:20,21362.0,1,109
1433193176,216062,view,302948,2015-06-01 21:12:56,2015-06-01 21:14:06,70.0,0,110
1433193246,214589,view,267010,2015-06-01 21:14:06,2015-06-01 15:40:18,20028.0,1,110
1433194225,216332,view,65426,2015-06-01 21:30:25,2015-06-01 21:12:56,1049.0,0,110
1433175833,216801,view,289984,2015-06-01 16:23:53,2015-06-01 21:30:25,18392.0,1,111
1433175854,216801,view,19629,2015-06-01 16:24:14,2015-06-01 16:23:53,21.0,0,111
1433193341,219304,view,374673,2015-06-01 21:15:41,2015-06-01 16:24:14,17487.0,1,112
1433224078,223343,view,402625,2015-06-02 05:47:58,2015-06-01 21:15:41,30737.000000000004,1,113
1433216943,223779,view,463941,2015-06-02 03:49:03,2015-06-02 05:47:58,7135.0,1,114
1433191523,229335,view,222613,2015-06-01 20:45:23,2015-06-01 21:06:15,1252.0,0,115
1433192775,227368,view,108638,2015-06-01 21:06:15,2015-06-01 21:30:37,1462.0,0,115
1433194237,227335,view,443967,2015-06-01 21:30:37,2015-06-02 03:49:03,22706.0,1,115
1433174560,229653,view,165816,2015-06-01 16:02:40,2015-06-01 20:45:23,16963.0,1,116
1433222492,231733,view,324624,2015-06-02 05:21:32,2015-06-01 16:02:40,47932.0,1,117
1433174482,232569,view,306256,2015-06-01 16:01:22,2015-06-02 05:21:32,48010.0,1,118
1433218772,232712,view,336393,2015-06-02 04:19:32,2015-06-01 16:01:22,44290.0,1,119
1433221051,233317,view,75994,2015-06-02 04:57:31,2015-06-02 04:19:32,2279.0,1,120
1433221237,233317,view,75994,2015-06-02 05:00:37,2015-06-02 04:57:31,186.0,0,120
1433175017,234164,view,262917,2015-06-01 16:10:17,2015-06-02 05:00:37,46220.0,1,121
1433175308,234164,view,70277,2015-06-01 16:15:08,2015-06-01 16:10:17,291.0,0,121
1433175360,234513,view,216695,2015-06-01 16:16:00,2015-06-01 16:15:08,52.0,0,121
1433218373,236181,view,67182,2015-06-02 04:12:53,2015-06-01 16:16:00,43013.0,1,122
1433222366,238317,view,348196,2015-06-02 05:19:26,2015-06-02 04:12:53,3993.0000000000005,1,123
1433224782,239546,view,42002,2015-06-02 05:59:42,2015-06-02 05:19:26,2416.0,1,124
1433217621,239740,addtocart,367667,2015-06-02 04:00:21,2015-06-02 05:59:42,7161.0,1,125
1433218357,244974,view,328901,2015-06-02 04:12:37,2015-06-02 04:00:21,736.0,0,125
1433219467,246753,view,284941,2015-06-02 04:31:07,2015-06-02 04:12:37,1110.0,0,125
1433216733,248698,view,94952,2015-06-02 03:45:33,2015-06-02 04:31:07,2734.0,1,126
1433222894,248805,view,347194,2015-06-02 05:28:14,2015-06-02 03:45:33,6161.0,1,127
1433192807,249113,view,295785,2015-06-01 21:06:47,2015-06-02 05:28:14,30087.000000000004,1,128
1433193024,249113,view,425726,2015-06-01 21:10:24,2015-06-01 21:06:47,217.0,0,128
1433193164,249113,view,181673,2015-06-01 21:12:44,2015-06-01 21:10:24,140.0,0,128
1433218069,251041,view,393742,2015-06-02 04:07:49,2015-06-01 21:12:44,24905.0,1,129
1433192916,251908,view,212837,2015-06-01 21:08:36,2015-06-02 04:07:49,25153.0,1,130
1433172912,253731,view,307285,2015-06-01 15:35:12,2015-06-01 21:08:36,20004.0,1,131
1433217817,255540,view,50048,2015-06-02 04:03:37,2015-06-01 15:35:12,44905.0,1,132
1433219413,255540,view,347657,2015-06-02 04:30:13,2015-06-02 04:03:37,1596.0,0,132
1433219566,255540,view,310590,2015-06-02 04:32:46,2015-06-02 04:30:13,153.0,0,132
1433194739,256542,view,336552,2015-06-01 21:38:59,2015-06-02 04:32:46,24827.0,1,133
1433220772,257432,view,239604,2015-06-02 04:52:52,2015-06-01 21:38:59,26033.0,1,134
1433221332,257597,view,355908,2015-06-02 05:02:12,2015-06-02 04:52:52,560.0,0,134
1433173977,259302,view,299256,2015-06-01 15:52:57,2015-06-02 05:02:12,47355.0,1,135
1433191616,260599,view,86238,2015-06-01 20:46:56,2015-06-01 15:52:57,17639.0,1,136
1433217715,260791,view,323381,2015-06-02 04:01:55,2015-06-01 20:46:56,26099.0,1,137
1433176632,262510,view,58961,2015-06-01 16:37:12,2015-06-02 04:01:55,41083.0,1,138
1433220592,264879,view,115586,2015-06-02 04:49:52,2015-06-01 16:37:12,43960.0,1,139
1433220772,264879,view,115586,2015-06-02 04:52:52,2015-06-02 04:49:52,180.0,0,139
1433221998,265788,view,10620,2015-06-02 05:13:18,2015-06-02 04:52:52,1226.0,0,139
1433194935,266069,view,319910,2015-06-01 21:42:15,2015-06-02 05:13:18,27063.0,1,140
1433222012,266709,view,190545,2015-06-02 05:13:32,2015-06-01 21:42:15,27077.0,1,141
1433174634,273406,view,138114,2015-06-01 16:03:54,2015-06-02 05:13:32,47378.0,1,142
1433174825,273406,addtocart,214912,2015-06-01 16:07:05,2015-06-01 16:03:54,191.0,0,142
1433174892,273406,addtocart,120098,2015-06-01 16:08:12,2015-06-01 16:07:05,67.0,0,142
1433174996,273406,view,261288,2015-06-01 16:09:56,2015-06-01 16:08:12,104.0,0,142
1433175517,273406,view,351798,2015-06-01 16:18:37,2015-06-01 16:09:56,521.0,0,142
1433193541,273406,view,36683,2015-06-01 21:19:01,2015-06-01 16:18:37,18024.0,1,143
1433224266,273888,view,205392,2015-06-02 05:51:06,2015-06-01 21:19:01,30725.000000000004,1,144
1433176459,278983,view,75873,2015-06-01 16:34:19,2015-06-02 05:51:06,47807.0,1,145
1433224352,282587,view,78037,2015-06-02 05:52:32,2015-06-01 16:34:19,47893.0,1,146
1433173499,284327,view,147965,2015-06-01 15:44:59,2015-06-02 05:52:32,50853.0,1,147
1433220284,285091,view,218541,2015-06-02 04:44:44,2015-06-01 15:44:59,46785.0,1,148
1433220358,285091,view,450414,2015-06-02 04:45:58,2015-06-02 04:44:44,74.0,0,148
1433191866,286616,view,243470,2015-06-01 20:51:06,2015-06-02 04:45:58,28492.0,1,149
1433193611,286616,view,371590,2015-06-01 21:20:11,2015-06-01 20:51:06,1745.0,0,149
1433223236,287857,addtocart,5206,2015-06-02 05:33:56,2015-06-01 21:20:11,29625.000000000004,1,150
1433219189,288847,view,398379,2015-06-02 04:26:29,2015-06-02 05:33:56,4047.0000000000005,1,151
1433174910,289199,view,36906,2015-06-01 16:08:30,2015-06-02 04:26:29,44279.0,1,152
1433192866,290549,view,72611,2015-06-01 21:07:46,2015-06-01 16:08:30,17956.0,1,153
1433174549,291812,view,348942,2015-06-01 16:02:29,2015-06-01 21:07:46,18317.0,1,154
1433192849,292205,view,102229,2015-06-01 21:07:29,2015-06-01 21:31:43,1454.0,0,155
1433194303,292025,view,63184,2015-06-01 21:31:43,2015-06-01 16:02:29,19754.0,1,155
1433172617,293206,addtocart,379092,2015-06-01 15:30:17,2015-06-01 21:07:29,20232.0,1,156
1433222571,293285,view,288868,2015-06-02 05:22:51,2015-06-01 15:30:17,49954.0,1,157
1433174041,294006,view,441185,2015-06-01 15:54:01,2015-06-02 05:22:51,48530.0,1,158
1433192720,294125,view,428825,2015-06-01 21:05:20,2015-06-01 15:54:01,18679.0,1,159
1433176306,294658,view,283550,2015-06-01 16:31:46,2015-06-01 21:05:20,16414.0,1,160
1433173362,294858,view,245879,2015-06-01 15:42:42,2015-06-01 16:31:46,2944.0,1,161
1433194716,298291,view,24608,2015-06-01 21:38:36,2015-06-01 15:42:42,21354.0,1,162
1433222772,301980,view,288280,2015-06-02 05:26:12,2015-06-01 21:38:36,28056.0,1,163
1433175708,302896,view,257196,2015-06-01 16:21:48,2015-06-02 05:26:12,47064.0,1,164
1433175999,302896,view,111010,2015-06-01 16:26:39,2015-06-01 16:21:48,291.0,0,164
1433192145,303145,view,32971,2015-06-01 20:55:45,2015-06-01 16:26:39,16146.000000000002,1,165
1433219179,304146,view,42002,2015-06-02 04:26:19,2015-06-01 20:55:45,27034.0,1,166
1433219906,306088,view,281442,2015-06-02 04:38:26,2015-06-02 04:26:19,727.0,0,166
1433217639,310248,view,172340,2015-06-02 04:00:39,2015-06-02 04:38:26,2267.0,1,167
1433176583,312216,view,82452,2015-06-01 16:36:23,2015-06-02 04:00:39,41056.0,1,168
1433174387,312735,view,374841,2015-06-01 15:59:47,2015-06-01 16:36:23,2196.0,1,169
1433175016,314189,view,138027,2015-06-01 16:10:16,2015-06-01 15:59:47,629.0,0,169
1433176753,315969,view,95426,2015-06-01 16:39:13,2015-06-01 16:10:16,1737.0,0,169
1433192959,317642,view,58869,2015-06-01 21:09:19,2015-06-01 16:39:13,16206.000000000002,1,170
1433216663,318122,view,6266,2015-06-02 03:44:23,2015-06-01 21:09:19,23704.0,1,171
1433193881,320454,view,441953,2015-06-01 21:24:41,2015-06-02 03:44:23,22782.0,1,172
1433221135,320957,view,102131,2015-06-02 04:58:55,2015-06-01 21:24:41,27254.0,1,173
1433219090,322142,view,311052,2015-06-02 04:24:50,2015-06-02 04:58:55,2045.0000000000002,1,174
1433173071,322407,view,260957,2015-06-01 15:37:51,2015-06-02 04:24:50,46019.0,1,175
1433173592,322407,view,202835,2015-06-01 15:46:32,2015-06-01 15:37:51,521.0,0,175
1433173829,322407,view,337348,2015-06-01 15:50:29,2015-06-01 15:46:32,237.00000000000003,0,175
1433173938,322407,view,309403,2015-06-01 15:52:18,2015-06-01 15:50:29,109.0,0,175
1433176172,322407,view,202835,2015-06-01 16:29:32,2015-06-01 15:52:18,2234.0,1,176
1433217543,322679,view,352247,2015-06-02 03:59:03,2015-06-01 16:29:32,41371.0,1,177
1433193073,323192,view,185935,2015-06-01 21:11:13,2015-06-02 03:59:03,24470.0,1,178
1433173658,325929,view,5440,2015-06-01 15:47:38,2015-06-01 21:11:13,19415.0,1,179
1433222605,326029,view,455763,2015-06-02 05:23:25,2015-06-01 15:47:38,48947.0,1,180
1433182895,326157,view,88402,2015-06-01 18:21:35,2015-06-02 05:23:25,39710.0,1,181
1433220428,328465,view,452210,2015-06-02 04:47:08,2015-06-01 18:21:35,37533.0,1,182
1433220614,328465,view,452210,2015-06-02 04:50:14,2015-06-02 04:47:08,186.0,0,182
1433217983,328935,view,48072,2015-06-02 04:06:23,2015-06-02 04:50:14,2631.0,1,183
1433194772,330834,view,134118,2015-06-01 21:39:32,2015-06-02 04:06:23,23211.0,1,184
1433173582,332434,view,97932,2015-06-01 15:46:22,2015-06-01 21:39:32,21190.0,1,185
1433218592,332961,view,464409,2015-06-02 04:16:32,2015-06-01 15:46:22,45010.0,1,186
1433218762,332961,view,19572,2015-06-02 04:19:22,2015-06-02 04:16:32,170.0,0,186
1433191787,333162,view,434278,2015-06-01 20:49:47,2015-06-02 04:19:22,26975.0,1,187
1433220245,333827,view,335975,2015-06-02 04:44:05,2015-06-01 20:49:47,28458.0,1,188
1433223968,338231,view,141264,2015-06-02 05:46:08,2015-06-02 04:44:05,3723.0000000000005,1,189
1433221204,339335,view,82389,2015-06-02 05:00:04,2015-06-02 05:46:08,2764.0,1,190
1433175629,343153,view,28100,2015-06-01 16:20:29,2015-06-02 05:00:04,45575.0,1,191
1433175741,343153,view,253615,2015-06-01 16:22:21,2015-06-01 16:20:29,112.0,0,191
1433176063,343153,view,262159,2015-06-01 16:27:43,2015-06-01 16:22:21,322.0,0,191
1433176121,343153,view,262159,2015-06-01 16:28:41,2015-06-01 16:27:43,58.00000000000001,0,191
1433218862,343908,view,105720,2015-06-02 04:21:02,2015-06-01 16:28:41,42741.0,1,192
1433193043,344176,view,95655,2015-06-01 21:10:43,2015-06-02 04:21:02,25819.0,1,193
1433221835,346219,view,37945,2015-06-02 05:10:35,2015-06-01 21:10:43,28792.0,1,194
1433172326,347864,view,314784,2015-06-01 15:25:26,2015-06-02 05:10:35,49509.0,1,195
1433173003,348743,view,386056,2015-06-01 15:36:43,2015-06-01 15:25:26,677.0,0,195
